83095	29959
36837	59879
95186	27004
53484	43238
43812	51930
35459	65990
26850	85536
26144	91838
23281	101055
19615	155350
18914	157988
16932	180738
16504	212484
16145	225957
207223	16961
209063	15440
139946	20524
115498	21166
98647	25823
81226	30353
68772	34718
71164	34354
67199	35610
60562	39956
61094	39202
48540	44123
33035	71965
25292	93615
20063	152211
65441	37631
19605	157853
160267	17365
148404	18864
102437	25291
92393	28385
64251	38082
65520	36351
51767	44061
45733	48059
36151	61880
30247	78216
25071	94876
24885	96970
22720	120404
20866	127632
20244	145386
17824	158132
16356	220963
192680	17183
197257	17106
157248	18551
156660	18552
145527	20490
113980	23813
98214	26474
79677	30607
90519	28884
55356	41243
55467	40719
38418	55139
60688	39249
54999	43122
33376	70484
31289	72877
30560	76694
27879	80129
22327	125834
95105	27741
45674	49325
136186	21124
112785	24455
73035	32443
79070	31782
61212	38293
34161	66956
23216	108746
22753	113735
20640	140559
