48465	44536
17970	152269
48550	44432
17959	153135
18057	151587
46653	45931
48416	44740
49356	43299
48196	44812
17689	155964
17469	157628
18394	148363
46799	45645
44720	47959
53441	39492
49222	43607
49727	43130
17480	156762
17809	155521
17314	160996
18139	150820
18481	147681
62587	33483
47153	45265
45335	47073
44866	47673
55091	38426
48868	43987
17458	158680
17763	155620
17567	156080
17918	153475
17462	158169
18365	148841
18577	147533
61414	33681
66554	30926
64176	32078
48835	44090
47671	45004
48078	44947
44291	48982
45481	46787
44520	48695
45220	47293
56402	37655
52515	40085
17850	154938
17909	154890
16912	166636
16724	174492
18354	149707
18675	145640
156281	16178
65135	31739
60362	34855
66787	30790
64321	31877
48689	44376
44437	48696
46512	46119
44621	48338
45835	46407
52494	40317
53812	39343
52102	41016
52661	39799
16945	164249
16901	167502
16735	173626
16656	177819
16757	172105
18452	147814
18901	143661
60373	34132
65745	31430
66904	30745
63136	32828
63605	32743
73196	27636
48194	44944
45640	46600
47517	45232
46353	46146
52081	41248
53958	39057
52135	40774
51968	41324
54311	38733
54227	38909
53032	39630
51801	41350
50092	42744
16882	167655
17085	161827
16934	165115
17032	163567
16768	171239
16613	181954
16689	175432
16575	183957
18226	149793
20563	124938
62956	33000
64094	32190
59706	35146
59321	35306
60122	35037
63750	32542
71967	28519
45994	46220
45025	47486
44596	48509
48035	44971
55548	38139
55608	37991
55524	38167
52114	41006
52281	40488
50621	42308
54177	39041
55877	37843
54682	38564
55622	37962
53957	39312
50463	42575
49958	43052
50071	42976
51175	41531
17368	160685
17172	161145
17074	162693
17275	161001
16835	168200
16646	179567
16532	188092
16561	186638
20205	127432
20811	122343
20151	127781
165191	15558
62470	33604
62843	33192
65615	31436
72043	28371
74281	27311
69665	29523
46512	45959
55474	38299
54868	38478
57174	37101
55979	37822
56919	37220
51980	41314
50600	42540
56248	37674
55476	38248
51546	41362
51041	41839
51154	41763
52100	41213
17396	158960
16824	169066
16802	170587
16572	185772
18659	146826
29761	81087
29108	82514
19979	129411
20585	124322
19898	131125
20319	127023
20377	125802
19872	131260
20179	127567
20265	127372
155979	16179
162636	15678
164102	15630
65502	31628
64049	32326
59000	35644
58519	36131
57948	36672
75368	26601
71898	28572
71930	28563
74365	27026
56434	37588
55239	38309
57545	36932
56773	37506
57559	36903
50895	42125
51020	42071
18957	142685
17378	160367
17385	159826
16756	172393
16529	189907
19961	130818
20093	129002
20785	122478
19841	131474
19672	133104
20491	125393
20501	125310
19815	131609
20324	126839
20065	129285
20626	124288
19905	130873
63936	32518
58294	36450
74231	27334
73407	27496
43081	50215
56805	37419
57745	36817
56550	37538
18946	143551
16723	174780
16610	183769
29209	82225
24488	96250
23966	99198
19586	134608
19979	130720
19615	133453
20131	128894
20701	123466
20516	125166
20291	127306
157445	16131
154522	16221
166943	15527
58343	36182
60157	34933
58212	36560
72177	28022
70021	29182
72933	27921
16642	180918
28611	83933
28687	83626
27871	85646
27810	85966
24140	98056
23870	99745
24044	99156
23595	100742
19475	135875
19210	138934
19115	141238
19426	136196
20430	125766
157149	16131
164091	15656
168032	15455
72043	28330
72064	28214
70883	28784
68791	29708
71639	28683
28700	83138
28469	83938
28031	85234
25321	93394
19085	141638
19153	139283
19328	138089
20445	125622
20356	126823
160877	15721
170192	15426
