211366	241253
205919	202417
226684	243815
202905	225343
233153	214907
238380	219954
234463	203111
242257	227465
234946	244537
199863	207616
211372	235934
229170	224867
215130	185740
217717	214181
246515	227966
217898	217176
208224	239428
203519	218319
205563	220016
221667	230593
235970	240358
214791	228125
220644	225839
217908	203196
216208	234570
225734	223778
233769	235223
226135	240371
223081	203339
235158	204483
210150	216475
230439	224714
197877	223772
226718	208446
219888	226499
214122	248258
212990	216271
229004	227736
232239	236907
213797	215861
224511	210280
224011	227212
237949	215552
211170	248156
228463	211202
220587	205766
238237	220854
210751	239258
207805	230921
214118	229511
231521	225896
223342	227973
216812	216479
219881	217323
219892	205382
220032	217330
244853	224609
212771	236700
207145	223047
203246	224102
238279	237812
219829	216570
216359	223142
229577	240619
218686	219339
230304	214029
193972	218835
196852	232163
225546	229611
228700	209023
238101	240596
227788	242477
200895	222716
243369	211361
228130	228596
219810	233125
221511	231881
219402	237279
217808	235232
230385	232441
200935	221725
221944	217426
195930	220171
206818	241586
190392	210119
203755	239679
212175	217918
211070	222955
241926	230049
215392	218125
220563	210927
215701	214956
236494	205071
235947	190538
196059	208568
224346	222812
216051	241670
227329	211615
247233	245219
235422	232696
218885	225292
239812	221037
222289	232944
223698	220215
241874	230390
241726	231739
226977	249811
239623	235630
238341	221827
217223	215188
206995	227261
204611	223334
232987	230049
203888	227936
226042	219622
228594	208692
233445	223056
239654	217599
234103	195368
215719	224237
210710	209210
226146	214520
245336	220009
196574	199134
223744	234545
220630	216414
219242	216078
222710	227094
215048	239002
221929	243542
215200	225437
240284	197302
207777	219060
228493	240866
217665	224204
205322	249288
230906	225041
211023	215172
197571	221226
227579	246193
209196	219172
207947	220464
224106	217932
224064	225787
249839	220857
218226	212687
228295	187122
219443	231557
212919	239711
206491	221223
239343	220914
227088	233902
218319	228627
208178	219458
231421	225139
194134	243256
244912	215079
203952	227318
229710	225388
232156	222819
223671	201844
209967	207689
207878	213381
207240	186700
220059	233269
220932	219218
204697	229755
211156	219387
219824	222943
232398	240417
219894	211394
201930	225742
191009	226007
222202	229870
210341	255849
222609	226696
235175	233359
202844	233305
206211	227323
221042	213760
218539	221498
221406	207002
214587	226209
237701	238426
219612	203387
250057	243109
243212	218191
198051	212229
225240	236378
237440	231487
227448	238305
205844	203031
231224	200060
230227	213285
202973	230059
221274	227528
246817	235595
247611	220531
221083	223948
217672	214520
225492	206311
228939	230409
228231	196835
234763	205928
214567	226100
211841	227452
215983	230372
228986	225257
211576	219791
224431	232286
228774	220473
217775	229387
219156	214102
214181	222060
204844	229445
216081	228982
219462	223442
231456	240509
242933	244049
235768	209001
226791	255656
212829	209413
197565	249249
247129	209506
225512	239552
220331	252942
242624	224616
208374	229166
210701	234040
221757	207486
230952	231905
206693	221043
242305	223309
228616	238910
218329	219268
201981	233613
222856	233071
226558	225536
228949	232645
227410	239577
208119	241521
224876	202930
235244	228648
215915	227492
214761	229868
214269	234811
231829	242875
228279	214320
221405	213469
235733	220470
231997	208044
230209	227889
229521	215688
208670	205145
237574	232319
215270	217593
239783	219744
213768	212083
232050	239371
218551	234372
229952	215905
236526	227257
247250	237638
232370	224117
230089	244841
213632	264748
225064	236036
208856	209798
236880	224959
199336	216194
232793	235878
218884	211346
211161	213217
209990	230746
204927	233865
213562	220466
241106	230726
218811	230445
209228	213535
221314	215489
211577	219681
218592	218297
229705	219453
221852	241320
247483	229737
232444	209164
236390	210616
234706	228936
239977	232625
220535	222334
190636	224402
245329	234703
226665	216443
220708	226074
224747	211368
202881	233273
244255	225237
217821	227234
206032	217593
219739	217199
227335	213178
248548	232220
227512	227750
222778	240359
213951	241154
199751	233941
217914	205033
227906	219541
198319	205843
225212	218921
192726	231212
224904	240178
231906	226629
221198	206867
217353	237408
234860	232765
220982	217160
214039	224963
233709	191575
226256	216472
244565	205635
211691	231266
240828	233009
224681	201822
214018	206664
250018	199178
246833	256599
225599	222543
225943	207371
222935	228624
231371	233595
236743	223511
221375	233859
226879	220949
221827	196761
220283	217171
205279	225295
244817	218666
234827	217356
203370	209508
227129	233994
231076	235502
240810	233168
243393	230039
228448	224717
222147	243296
224114	226966
227169	230621
215662	202431
249096	232212
225176	229802
223539	237431
213597	244947
226007	222508
218903	229638
247825	217366
226141	225705
205197	219800
230344	228398
212460	213102
223590	221054
210292	219635
222373	219417
236747	214892
224659	205360
231753	227020
237732	223453
210132	243053
237573	251598
225790	213564
239371	227989
239294	217039
238672	250629
231477	221996
216676	239086
213403	203823
223336	233370
220594	209387
221715	198534
229739	261114
219354	230055
226681	242124
210839	218390
221714	222974
232057	222325
195702	243388
205040	226772
221321	223930
217817	212667
235225	229226
225123	227379
205672	224604
240001	204590
235408	240215
222099	206181
219895	231577
232033	237886
234167	232892
239620	238199
210583	216860
220070	219341
215893	233678
221672	224825
210023	215854
226620	223282
216218	213809
197378	230235
231616	210905
222976	205152
221724	222170
210166	239199
229422	229613
218274	195264
221855	208276
220574	225984
227793	203722
213319	213435
230973	248083
211049	220124
225007	217189
230588	209823
223534	245215
212004	208788
215865	213778
222136	220376
218881	241261
221643	242875
220619	235783
213333	211931
234482	223901
235893	244515
217261	234150
210503	204119
227941	225462
238297	220648
193343	212306
223494	196371
248402	215655
246694	230629
210777	223105
220561	231428
243411	217643
209909	228067
251060	231439
239606	249384
203503	237458
230349	237465
229417	221362
239855	211636
237020	222970
235391	207212
239046	246888
221027	209890
213050	244669
219789	226191
198010	216764
220024	247721
229620	246746
204131	218235
214718	229162
242944	221267
243988	205193
210610	191738
190960	230603
206962	225942
216497	258691
219319	210961
216076	223825
210769	242185
201915	219949
235214	237747
233730	222907
234265	236215
232730	226683
234709	221170
221395	231792
233354	229171
225709	208343
